ID;Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked;not_alone;Title;Age_Class
579;1;3;0;4;0;0;0;0;1;1;12
580;1;2;1;3;1;1;2;0;0;2;6
581;1;1;1;5;1;1;4;1;0;3;5
582;0;2;0;6;0;0;2;0;1;1;12
583;0;1;0;5;0;0;3;1;1;1;5
584;0;3;0;5;0;0;1;1;1;1;15
585;1;1;1;1;0;2;3;0;0;2;1
586;0;2;0;6;0;0;2;0;1;1;12
587;1;1;0;6;1;1;3;1;0;1;6
588;0;3;0;2;0;0;1;0;1;1;6
589;0;3;0;6;0;0;1;0;1;1;18
590;0;3;0;5;0;0;0;0;1;1;15
591;1;1;1;6;1;0;3;1;0;3;6
592;0;3;0;6;0;0;0;0;1;1;18
593;0;3;1;6;0;2;0;2;0;2;18
594;0;2;0;5;1;0;2;0;0;1;10
595;0;3;0;5;1;1;2;0;0;1;15
596;1;2;1;4;0;0;3;0;1;2;8
597;0;3;0;6;0;0;0;0;1;1;18
598;0;3;0;5;0;0;0;1;1;1;15
599;1;1;0;6;1;0;3;1;0;5;6
600;1;2;1;3;2;1;2;0;0;3;6
601;0;3;0;4;0;0;0;0;1;1;12
602;0;1;0;3;0;0;3;0;1;1;3
603;0;3;0;6;0;0;1;0;1;1;18
604;1;1;0;5;0;0;2;1;1;1;5
605;0;3;0;5;1;0;2;0;0;1;15
606;0;3;0;4;0;0;0;0;1;1;12
607;1;1;0;3;0;0;2;0;1;1;3
608;1;2;1;2;1;2;3;1;0;3;4
609;1;1;1;5;0;0;4;0;1;2;5
610;0;3;1;5;1;5;2;0;0;3;15
611;0;3;0;3;0;0;0;0;1;1;9
612;1;3;1;2;1;0;2;2;0;2;6
613;0;3;0;2;0;0;0;2;1;1;6
614;0;3;0;5;0;0;1;0;1;1;15
615;1;2;1;3;1;2;3;0;0;2;6
616;0;3;0;5;1;1;1;0;0;1;15
617;0;3;1;3;1;0;2;0;0;3;9
618;1;2;1;0;2;1;3;0;0;2;0
619;0;2;0;3;0;0;1;0;1;1;6
620;0;3;0;3;1;0;1;1;0;1;9
621;1;1;0;6;1;0;3;0;0;1;6
622;1;3;0;2;1;1;2;1;0;1;6
623;0;3;0;2;0;0;0;0;1;1;6
624;0;3;0;2;0;0;2;0;1;1;6
625;0;1;0;6;0;0;3;0;1;1;6
626;0;2;0;6;0;0;1;2;1;5;12
627;1;1;1;2;0;0;3;0;1;2;2
628;0;3;0;3;0;0;0;0;1;1;9
629;0;3;0;4;0;0;0;2;1;1;12
630;1;1;0;6;0;0;2;0;1;1;6
631;0;3;0;6;0;0;0;0;1;1;18
632;1;1;0;4;0;0;2;1;1;5;4
633;0;1;0;5;0;0;0;0;1;1;5
634;0;3;1;0;3;2;2;0;0;2;0
635;1;2;1;4;0;0;1;0;1;2;8
636;0;3;0;4;0;0;0;0;1;1;12
637;0;2;0;4;1;1;2;0;0;1;8
638;0;3;1;6;0;5;3;0;0;3;18
639;0;3;0;3;1;0;2;0;0;1;9
640;0;3;0;2;0;0;0;0;1;1;6
641;1;1;1;3;0;0;3;1;1;2;3
642;0;3;1;0;3;2;2;0;0;2;0
643;1;3;0;5;0;0;3;0;1;1;15
644;1;3;1;0;2;1;2;1;0;2;0
645;1;1;0;6;1;0;3;1;0;1;6
646;0;3;0;2;0;0;0;0;1;1;6
647;1;1;0;6;0;0;3;1;1;5;6
648;0;3;0;5;0;0;0;0;1;1;15
649;1;3;1;3;0;0;0;0;1;2;9
650;0;3;0;3;0;0;0;0;1;1;9
651;1;2;1;1;0;1;2;0;0;2;2
652;0;3;0;2;0;0;1;0;1;1;6
653;1;3;1;6;0;0;0;2;1;2;18
654;0;3;1;1;0;0;0;2;1;2;3
655;0;2;0;3;2;0;3;0;0;1;6
656;0;3;0;3;0;0;0;0;1;1;9
657;0;3;1;4;1;1;2;2;0;3;12
658;0;2;0;3;0;0;1;0;1;1;6
659;0;1;0;6;0;2;4;1;0;1;6
660;1;1;0;6;2;0;4;0;0;5;6
661;0;3;0;5;0;0;0;1;1;1;15
662;0;1;0;6;0;0;2;0;1;1;6
663;0;3;0;5;0;0;0;0;1;1;15
664;1;3;0;2;1;0;0;0;0;1;6
665;0;2;0;4;2;0;3;0;0;1;8
666;0;2;0;3;0;0;1;0;1;1;6
667;0;3;0;1;0;0;0;0;1;1;3
668;0;3;0;6;0;0;1;0;1;1;18
669;1;1;1;5;1;0;3;0;0;3;5
670;1;2;1;5;1;1;3;0;0;3;10
671;0;1;0;4;1;0;3;0;0;1;4
672;0;2;0;6;0;0;1;0;1;1;12
673;1;2;0;4;0;0;1;0;1;1;8
674;0;2;0;4;0;0;0;0;1;1;8
675;0;3;0;1;0;0;0;0;1;1;3
676;0;3;0;3;0;0;1;0;1;1;9
677;1;3;1;1;0;0;1;0;1;2;3
678;0;3;1;6;1;6;3;0;0;3;18
679;1;1;0;5;0;1;5;1;0;1;5
680;0;3;1;5;0;0;1;2;1;2;15
681;1;1;0;3;0;0;3;1;1;1;3
682;0;3;0;2;0;0;1;0;1;1;6
683;0;3;0;1;5;2;3;0;0;1;3
684;0;2;0;6;1;1;3;0;0;1;12
685;0;2;0;3;1;2;3;1;0;1;6
686;0;3;0;1;4;1;3;0;0;1;3
687;0;3;0;2;0;0;1;0;1;1;6
688;0;3;0;1;0;0;0;0;1;1;3
689;1;1;1;1;0;1;4;0;0;2;1
690;1;1;0;4;1;0;3;0;0;1;4
691;1;3;1;0;0;1;1;1;0;2;0
692;1;3;0;3;0;0;3;0;1;1;9
693;0;3;0;3;0;0;0;1;1;1;9
694;0;1;0;6;0;0;2;0;1;5;6
695;0;2;0;6;0;0;1;0;1;1;12
696;0;3;0;6;0;0;1;0;1;1;18
697;1;3;1;2;0;0;0;2;1;2;6
698;0;1;0;6;1;1;4;1;0;1;6
699;0;3;0;6;0;0;0;0;1;1;18
700;1;1;1;1;1;0;4;1;0;3;1
701;1;1;0;5;0;0;2;0;1;1;5
702;0;3;1;1;0;1;1;1;0;2;3
703;0;3;0;3;0;0;0;2;1;1;9
704;0;3;0;3;1;0;0;0;0;1;9
705;0;2;0;5;0;0;2;0;1;1;10
706;1;2;1;6;0;0;1;0;1;3;12
707;1;1;0;6;0;0;2;0;1;1;6
708;1;1;1;2;0;0;4;0;1;2;2
709;1;3;0;2;1;1;2;1;0;4;6
710;1;1;1;3;0;0;3;1;1;2;3
711;0;1;0;2;0;0;2;0;1;1;2
712;1;1;0;6;1;0;3;0;0;1;6
713;0;3;0;4;0;0;1;0;1;1;12
714;0;2;0;6;0;0;1;0;1;1;12
715;0;3;0;2;0;0;0;0;1;1;6
716;1;1;1;5;0;0;4;1;1;2;5
717;1;2;1;3;0;0;1;0;1;2;6
718;0;3;0;2;0;0;2;2;1;1;6
719;0;3;0;4;0;0;0;0;1;1;12
720;1;2;1;0;0;1;3;0;0;2;0
721;0;3;0;1;1;0;0;0;0;1;3
722;0;2;0;5;0;0;1;0;1;1;10
723;0;2;0;6;0;0;1;0;1;1;12
724;1;1;0;3;1;0;3;0;0;1;3
725;0;3;0;2;0;0;1;0;1;1;6
726;1;2;1;4;3;0;2;0;0;3;8
727;1;3;1;4;0;0;0;2;1;2;12
728;0;2;0;3;1;0;2;0;0;1;6
729;0;3;1;3;1;0;0;0;0;2;9
730;1;1;1;4;0;0;4;0;1;2;4
731;0;3;0;0;0;0;2;1;1;1;0
732;0;2;0;3;0;0;0;0;1;1;6
733;0;2;0;3;0;0;1;0;1;1;6
734;0;2;0;3;0;0;1;0;1;1;6
735;0;3;0;4;0;0;2;0;1;1;12
736;0;3;1;6;1;3;3;0;0;3;18
737;1;1;0;5;0;0;5;1;1;1;5
738;0;3;0;2;0;0;0;0;1;1;6
739;0;3;0;4;0;0;0;0;1;1;12
740;1;1;0;1;0;0;2;0;1;1;1
741;0;1;0;5;1;0;3;0;0;1;5
742;1;1;1;2;2;2;5;1;0;2;2
743;0;3;0;3;1;0;2;0;0;1;9
744;1;3;0;4;0;0;0;0;1;1;12
745;0;1;0;6;1;1;3;0;0;5;6
746;0;3;0;1;1;1;2;0;0;1;3
747;1;2;1;4;0;0;1;0;1;2;8
748;0;1;0;2;1;0;3;0;0;1;2
749;0;3;0;4;0;0;0;2;1;1;12
750;1;2;1;0;1;1;2;0;0;2;0
751;1;3;0;0;0;1;1;0;0;4;0
752;0;3;0;4;0;0;1;0;1;1;12
753;0;3;0;3;0;0;0;0;1;1;9
754;1;2;1;6;1;2;3;0;0;3;12
755;1;2;0;0;1;1;1;0;0;4;0
756;0;3;0;4;0;0;0;0;1;1;12
757;0;2;0;1;0;0;1;0;1;1;2
758;0;3;0;5;0;0;1;0;1;1;15
759;1;1;1;4;0;0;3;0;1;5;4
760;0;3;0;4;0;0;1;0;1;1;12
761;0;3;0;6;0;0;0;0;1;1;18
762;1;3;0;2;0;0;0;1;1;1;6
763;1;1;1;5;1;2;4;0;0;3;5
764;0;3;0;1;0;0;0;0;1;1;3
765;1;1;1;6;1;0;3;0;0;3;6
766;0;1;0;5;0;0;3;1;1;5;5
767;0;3;1;4;0;0;0;2;1;2;12
768;0;3;0;5;1;0;2;2;0;1;15
769;0;3;0;4;0;0;1;0;1;1;12
770;0;3;0;3;0;0;1;0;1;1;9
771;0;3;0;6;0;0;0;0;1;1;18
772;0;2;1;6;0;0;1;0;1;3;12
773;0;3;0;4;0;0;0;1;1;1;12
774;1;2;1;6;1;3;2;0;0;3;12
775;0;3;0;1;0;0;0;0;1;1;3
776;0;3;0;3;0;0;0;2;1;1;9
777;1;3;1;0;0;0;1;0;1;2;0
778;0;3;0;3;0;0;0;2;1;1;9
779;1;1;1;6;0;1;4;0;0;3;6
780;1;3;1;1;0;0;0;1;1;2;3
781;1;1;1;1;1;0;3;0;0;3;1
782;0;1;0;4;0;0;2;0;1;1;4
783;0;3;0;1;1;2;2;0;0;1;3
784;0;3;0;3;0;0;0;0;1;1;9
785;0;3;0;3;0;0;0;0;1;1;9
786;1;3;1;1;0;0;0;0;1;2;3
787;0;3;0;0;4;1;2;2;0;4;0
788;1;3;0;0;1;2;2;0;0;4;0
789;0;1;0;6;0;0;3;1;1;1;6
790;0;3;0;5;0;0;0;2;1;1;15
791;0;2;0;1;0;0;2;0;1;1;2
792;0;3;1;3;8;2;3;0;0;2;9
793;0;1;0;4;0;0;2;1;1;1;4
794;0;3;0;3;0;0;0;0;1;1;9
795;0;2;0;5;0;0;1;0;1;1;10
796;1;1;1;6;0;0;2;0;1;5;6
797;1;3;1;4;0;0;1;0;1;3;12
798;0;3;0;4;0;0;0;1;1;1;12
799;0;3;1;4;1;1;2;0;0;3;12
800;0;2;0;5;0;0;1;0;1;1;10
801;1;2;1;4;1;1;2;0;0;3;8
802;1;1;0;0;1;2;4;0;0;4;0
803;1;3;0;0;0;1;1;1;0;4;0
804;1;3;0;3;0;0;0;0;1;1;9
805;0;3;0;4;0;0;0;0;1;1;12
806;0;1;0;5;0;0;0;0;1;1;5
807;0;3;1;1;0;0;0;0;1;2;3
808;0;2;0;5;0;0;1;0;1;1;10
809;1;1;1;4;1;0;3;0;0;3;4
810;0;3;0;3;0;0;0;0;1;1;9
811;0;3;0;5;0;0;2;0;1;1;15
812;0;2;0;5;0;0;1;0;1;1;10
813;0;3;1;0;4;2;2;0;0;2;0
814;0;3;0;4;0;0;1;0;1;1;12
815;0;1;0;4;0;0;0;0;1;1;4
816;0;3;1;3;0;0;0;0;1;2;9
817;0;2;0;4;1;1;3;1;0;1;8
818;0;3;0;6;0;0;0;0;1;1;18
819;0;3;0;0;3;2;2;0;0;4;0
820;1;1;1;6;1;1;3;0;0;3;6
821;1;3;0;3;0;0;1;0;1;1;9
822;0;1;0;5;0;0;0;0;1;5;5
823;1;3;1;3;0;1;1;0;0;3;9
824;0;3;0;0;4;1;3;0;0;4;0
825;0;3;0;5;0;0;0;2;1;1;15
826;0;3;0;6;0;0;3;0;1;1;18
827;1;2;0;0;0;2;3;1;0;4;0
828;1;3;0;4;0;0;0;2;1;1;12
829;1;1;1;6;0;0;3;0;1;3;6
830;1;3;1;1;1;0;1;1;0;3;3
831;1;2;0;0;1;1;2;0;0;4;0
832;0;3;0;3;0;0;0;1;1;1;9
833;0;3;0;3;0;0;0;0;1;1;9
834;0;3;0;1;0;0;1;0;1;1;3
835;1;1;1;5;1;1;3;1;0;2;5
836;0;3;0;2;0;0;1;0;1;1;6
837;0;3;0;4;0;0;1;0;1;1;12
838;1;3;0;4;0;0;3;0;1;1;12
839;1;1;0;5;0;0;2;1;1;1;5
840;0;3;0;2;0;0;0;0;1;1;6
841;0;2;0;1;0;0;1;0;1;1;2
842;1;1;1;4;0;0;2;1;1;2;4
843;0;3;0;5;0;0;0;1;1;1;15
844;0;3;0;1;0;0;1;0;1;1;3
845;0;3;0;6;0;0;0;0;1;1;18
846;0;3;0;5;8;2;3;0;0;1;15
847;0;3;0;5;0;0;0;1;1;1;15
848;0;2;0;4;0;1;3;0;0;5;8
849;1;1;1;3;1;0;3;1;0;3;3
850;0;3;0;0;4;2;2;0;0;4;0
851;0;3;0;6;0;0;0;0;1;1;18
852;0;3;1;0;1;1;2;1;0;2;0
853;1;1;1;1;0;1;3;0;0;2;1
854;0;2;1;6;1;0;2;0;0;3;12
855;1;3;1;1;0;1;1;0;0;3;3
856;1;1;1;6;1;1;4;0;0;3;6
857;1;1;0;6;0;0;2;0;1;1;6
858;1;3;1;3;0;3;2;1;0;3;9
859;0;3;0;4;0;0;0;1;1;1;12
860;0;3;0;6;2;0;1;0;0;1;18
861;0;2;0;2;1;0;1;0;0;1;4
862;1;1;1;6;0;0;2;0;1;3;6
863;0;3;1;3;8;2;3;0;0;2;9
864;0;2;0;3;0;0;1;0;1;1;6
865;1;2;1;6;0;0;1;0;1;3;12
866;1;2;1;3;1;0;1;1;0;2;6
867;0;1;0;4;0;0;3;0;1;1;4
868;0;3;0;2;0;0;1;0;1;1;6
869;1;3;0;0;1;1;1;0;0;4;0
870;0;3;0;3;0;0;0;0;1;1;9
871;1;1;1;6;1;1;3;0;0;3;6
872;0;1;0;4;0;0;0;0;1;1;4
873;0;3;0;6;0;0;1;0;1;1;18
874;1;2;1;4;1;0;2;1;0;3;8
875;1;3;1;1;0;0;0;1;1;2;3
876;0;3;0;2;0;0;1;0;1;1;6
877;0;3;0;2;0;0;0;0;1;1;6
878;0;3;0;2;0;0;0;0;1;1;6
879;1;1;1;6;0;1;3;1;0;3;6
880;1;2;1;3;0;1;2;0;0;3;6
881;0;3;0;4;0;0;0;0;1;1;12
882;0;3;1;2;0;0;1;0;1;2;6
883;0;2;0;4;0;0;1;0;1;1;8
884;0;3;0;3;0;0;0;0;1;1;9
885;0;3;1;5;0;5;2;2;0;3;15
886;0;2;0;3;0;0;1;0;1;5;6
887;1;1;1;2;0;0;2;0;1;2;2
888;0;3;1;2;1;2;2;0;0;2;6
889;1;1;0;3;0;0;2;1;1;1;3
890;0;3;0;4;0;0;0;2;1;1;12
